,Paris_Centre,PARIS_1er_Les_Halles,Place_Victor_Basch,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,AUBERVILLIERS,OBJECTID
,PA04C,PA01H,BASCH,AUT,A1,AUB,0
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,1
,CO,CO,CO,CO,CO,CO,2
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,3
2019-01-16 12:00:00Z,0.492000,,,0.485000,0.499000,,375
2019-01-16 13:00:00Z,0.330000,,,0.400000,0.499000,,376
2019-01-16 14:00:00Z,0.386000,,,0.451000,0.443000,,377
2019-01-16 15:00:00Z,0.320000,,,0.464000,0.484000,,378
2019-01-16 16:00:00Z,0.355000,,,0.446000,0.436000,,379
2019-01-16 17:00:00Z,0.396000,,,0.471000,0.488000,,380
2019-01-16 18:00:00Z,0.425000,,,0.760000,0.548000,,381
2019-01-16 19:00:00Z,0.424000,,,0.531000,0.407000,,382
2019-01-16 20:00:00Z,0.384000,,,0.429000,0.355000,,383
2019-01-16 21:00:00Z,0.336000,,,0.314000,0.381000,,384
2019-01-16 22:00:00Z,0.404000,,,0.273000,0.314000,,385
2019-01-16 23:00:00Z,0.374000,,,0.283000,0.284000,,386
2019-01-17 00:00:00Z,0.316000,,,0.282000,0.257000,,387
2019-01-17 01:00:00Z,0.220000,,,0.279000,0.278000,,388
2019-01-17 02:00:00Z,0.172000,,,0.235000,0.270000,,389
2019-01-17 03:00:00Z,0.173000,,,0.231000,0.319000,,390
2019-01-17 04:00:00Z,0.157000,,,0.216000,0.265000,,391
2019-01-17 05:00:00Z,0.148000,,,0.242000,0.295000,,392
2019-01-17 06:00:00Z,0.156000,,,0.347000,0.336000,,393
2019-01-17 07:00:00Z,0.188000,,,0.540000,0.438000,,394
2019-01-17 08:00:00Z,0.243000,,,0.940000,0.611000,,395
2019-01-17 09:00:00Z,0.235000,,,0.795000,0.684000,,396
2019-01-17 10:00:00Z,0.187000,,,0.470000,,,397
2019-01-17 11:00:00Z,0.175000,,,0.395000,,,398
2019-01-17 12:00:00Z,0.166000,,,0.437000,,,399
2019-01-17 13:00:00Z,0.162000,,,0.439000,0.301000,,400
2019-01-17 14:00:00Z,0.176000,,,0.475000,0.317000,,401
2019-01-17 15:00:00Z,0.164000,,,0.475000,0.362000,,402
2019-01-17 16:00:00Z,0.192000,,,0.531000,0.312000,,403
2019-01-17 17:00:00Z,0.183000,,,0.586000,0.247000,,404
2019-01-17 18:00:00Z,0.210000,,,0.883000,0.335000,,405
2019-01-17 19:00:00Z,0.238000,,,0.986000,0.431000,,406
2019-01-17 20:00:00Z,0.252000,,,0.996000,0.385000,,407
2019-01-17 21:00:00Z,0.253000,,,0.720000,0.417000,,408
2019-01-17 22:00:00Z,0.250000,,,0.591000,0.453000,,409
2019-01-17 23:00:00Z,0.289000,,,0.586000,0.301000,,410
2019-01-18 00:00:00Z,0.315000,,,0.566000,0.394000,,411
2019-01-18 01:00:00Z,0.350000,,,0.430000,0.573000,,412
2019-01-18 02:00:00Z,0.319000,,,0.425000,0.717000,,413
2019-01-18 03:00:00Z,0.302000,,,0.365000,0.483000,,414
2019-01-18 04:00:00Z,0.297000,,,0.376000,0.609000,,415
2019-01-18 05:00:00Z,0.446000,,,0.451000,0.575000,,416
2019-01-18 06:00:00Z,0.415000,,,0.705000,0.782000,,417
2019-01-18 07:00:00Z,0.389000,,,1.158000,0.898000,,418
2019-01-18 08:00:00Z,0.486000,,,1.470000,1.162000,,419
2019-01-18 09:00:00Z,1.168000,,,2.283000,1.564000,,420
2019-01-18 10:00:00Z,0.908000,,,1.039000,1.503000,,421
2019-01-18 11:00:00Z,0.789000,,,0.561000,0.992000,,422
2019-01-18 12:00:00Z,0.617000,,,0.515000,0.613000,,423
2019-01-18 13:00:00Z,0.460000,,,0.455000,0.618000,,424
2019-01-18 14:00:00Z,0.400000,,,0.481000,0.487000,,425
2019-01-18 15:00:00Z,0.381000,,,0.492000,0.413000,,426
2019-01-18 16:00:00Z,0.375000,,,0.435000,0.497000,,427
2019-01-18 17:00:00Z,0.377000,,,0.576000,0.543000,,428
2019-01-18 18:00:00Z,0.417000,,,0.499000,0.675000,,429
2019-01-18 19:00:00Z,0.420000,,,0.612000,0.510000,,430
2019-01-18 20:00:00Z,0.373000,,,0.594000,0.443000,,431
2019-01-18 21:00:00Z,0.340000,,,0.450000,0.410000,,432
2019-01-18 22:00:00Z,0.365000,,,0.424000,0.490000,,433
2019-01-18 23:00:00Z,0.404000,,,0.387000,0.518000,,434
2019-01-19 00:00:00Z,0.339000,,,0.356000,0.502000,,435
2019-01-19 01:00:00Z,0.314000,,,0.285000,0.374000,,436
2019-01-19 02:00:00Z,0.291000,,,0.271000,0.279000,,437
2019-01-19 03:00:00Z,0.235000,,,0.225000,0.284000,,438
2019-01-19 04:00:00Z,0.263000,,,0.226000,0.307000,,439
2019-01-19 05:00:00Z,0.241000,,,0.234000,0.355000,,440
2019-01-19 06:00:00Z,0.306000,,,0.229000,0.337000,,441
2019-01-19 07:00:00Z,0.293000,,,0.251000,0.319000,,442
2019-01-19 08:00:00Z,0.337000,,,0.271000,0.363000,,443
2019-01-19 09:00:00Z,0.394000,,,0.360000,0.395000,,444
2019-01-19 10:00:00Z,0.352000,,,0.360000,0.404000,,445
2019-01-19 11:00:00Z,0.395000,,,0.372000,0.475000,,446
2019-01-19 12:00:00Z,0.427000,,,0.360000,0.496000,,447
2019-01-19 13:00:00Z,0.403000,,,0.393000,0.440000,,448
2019-01-19 14:00:00Z,0.375000,,,0.374000,0.518000,,449
2019-01-19 15:00:00Z,0.385000,,,0.429000,0.511000,,450
2019-01-19 16:00:00Z,0.424000,,,0.499000,0.420000,,451
2019-01-19 17:00:00Z,0.356000,,,0.456000,0.422000,,452
2019-01-19 18:00:00Z,0.356000,,,0.527000,0.509000,,453
2019-01-19 19:00:00Z,0.460000,,,0.631000,0.583000,,454
2019-01-19 20:00:00Z,0.412000,,,0.582000,0.480000,,455
2019-01-19 21:00:00Z,0.457000,,,0.447000,0.544000,,456
2019-01-19 22:00:00Z,0.489000,,,0.389000,0.586000,,457
2019-01-19 23:00:00Z,0.484000,,,0.424000,0.480000,,458
2019-01-20 00:00:00Z,0.349000,,,0.425000,0.472000,,459
2019-01-20 01:00:00Z,0.303000,,,0.349000,0.419000,,460
2019-01-20 02:00:00Z,0.310000,,,0.341000,0.414000,,461
2019-01-20 03:00:00Z,0.307000,,,0.287000,0.381000,,462
2019-01-20 04:00:00Z,0.314000,,,0.363000,0.339000,,463
2019-01-20 05:00:00Z,0.298000,,,0.361000,0.353000,,464
2019-01-20 06:00:00Z,0.324000,,,0.404000,0.331000,,465
2019-01-20 07:00:00Z,0.312000,,,0.401000,0.349000,,466
2019-01-20 08:00:00Z,0.271000,,,0.407000,0.358000,,467
2019-01-20 09:00:00Z,0.322000,,,0.423000,0.374000,,468
2019-01-20 10:00:00Z,0.309000,,,0.509000,0.379000,,469
2019-01-20 11:00:00Z,0.291000,,,0.463000,0.388000,,470
2019-01-20 12:00:00Z,0.290000,,,0.491000,0.376000,,471
2019-01-20 13:00:00Z,0.324000,,,0.491000,0.421000,,472
2019-01-20 14:00:00Z,0.298000,,,0.507000,0.433000,,473
2019-01-20 15:00:00Z,0.328000,,,0.497000,0.457000,,474
2019-01-20 16:00:00Z,0.342000,,,0.533000,0.465000,,475
2019-01-20 17:00:00Z,0.344000,,,0.529000,0.512000,,476
2019-01-20 18:00:00Z,0.375000,,,0.508000,0.516000,,477
2019-01-20 19:00:00Z,0.385000,,,0.477000,0.486000,,478
2019-01-20 20:00:00Z,0.326000,,,0.479000,0.374000,,479
2019-01-20 21:00:00Z,0.262000,,,0.402000,0.330000,,480
2019-01-20 22:00:00Z,0.314000,,,0.827000,0.448000,,481
2019-01-20 23:00:00Z,0.367000,,,0.464000,0.446000,,482
2019-01-21 00:00:00Z,0.382000,,,0.441000,0.441000,,483
2019-01-21 01:00:00Z,0.330000,,,0.437000,0.428000,,484
2019-01-21 02:00:00Z,0.326000,,,0.379000,0.441000,,485
2019-01-21 03:00:00Z,0.354000,,,0.370000,0.454000,,486
2019-01-21 04:00:00Z,0.346000,,,0.359000,0.434000,,487
2019-01-21 05:00:00Z,0.353000,,,0.426000,0.472000,,488
2019-01-21 06:00:00Z,0.368000,,,0.459000,0.566000,,489
2019-01-21 07:00:00Z,0.399000,,,0.544000,0.687000,,490
2019-01-21 08:00:00Z,0.441000,,,0.777000,0.844000,,491
2019-01-21 09:00:00Z,0.488000,,,1.006000,0.744000,,492
2019-01-21 10:00:00Z,0.486000,,,0.750000,0.633000,,493
2019-01-21 11:00:00Z,0.404000,,,0.548000,0.601000,,494
2019-01-21 12:00:00Z,0.362000,,,0.556000,0.597000,,495
2019-01-21 13:00:00Z,0.350000,,,0.561000,0.516000,,496
2019-01-21 14:00:00Z,0.393000,,,0.663000,0.541000,,497
2019-01-21 15:00:00Z,0.396000,,,0.680000,0.536000,,498
2019-01-21 16:00:00Z,0.411000,,,0.806000,0.677000,,499
2019-01-21 17:00:00Z,0.489000,,,1.203000,0.825000,0.514000,500
2019-01-21 18:00:00Z,0.732000,,,1.588000,1.134000,0.723000,501
2019-01-21 19:00:00Z,0.916000,,,1.927000,1.086000,0.960000,502
2019-01-21 20:00:00Z,0.857000,,,1.322000,1.290000,1.114000,503
2019-01-21 21:00:00Z,0.709000,,,0.964000,1.103000,0.809000,504
2019-01-21 22:00:00Z,0.857000,,,0.571000,0.802000,0.612000,505
2019-01-21 23:00:00Z,0.851000,,,0.517000,0.775000,0.687000,506
2019-01-22 00:00:00Z,0.595000,,,0.416000,0.679000,0.616000,507
2019-01-22 01:00:00Z,0.583000,,,0.335000,0.462000,0.554000,508
2019-01-22 02:00:00Z,0.496000,,,0.292000,0.421000,0.402000,509
2019-01-22 03:00:00Z,0.504000,,,0.262000,0.386000,0.387000,510
2019-01-22 04:00:00Z,0.498000,,,0.272000,0.350000,0.366000,511
2019-01-22 05:00:00Z,0.452000,,,0.295000,0.457000,0.350000,512
2019-01-22 06:00:00Z,0.477000,,,0.309000,0.490000,0.391000,513
2019-01-22 07:00:00Z,0.522000,,,0.397000,0.634000,0.420000,514
2019-01-22 08:00:00Z,0.711000,,,0.552000,0.719000,0.437000,515
2019-01-22 09:00:00Z,0.629000,,,0.521000,0.704000,0.502000,516
2019-01-22 10:00:00Z,0.628000,,,0.386000,0.549000,0.536000,517
2019-01-22 11:00:00Z,0.603000,,,0.416000,0.596000,0.550000,518
2019-01-22 12:00:00Z,0.813000,,,0.485000,0.668000,0.510000,519
2019-01-22 13:00:00Z,0.715000,,,0.473000,0.588000,0.554000,520
2019-01-22 14:00:00Z,0.642000,,,0.455000,0.496000,0.488000,521
2019-01-22 15:00:00Z,0.670000,,,0.510000,0.513000,,522
2019-01-22 16:00:00Z,0.695000,,,0.587000,0.633000,,523
2019-01-22 17:00:00Z,0.667000,,,0.567000,0.624000,0.460000,524
2019-01-22 18:00:00Z,0.618000,,,0.602000,0.524000,0.413000,525
2019-01-22 19:00:00Z,0.584000,,,0.540000,0.508000,,526
2019-01-22 20:00:00Z,0.540000,,,0.450000,0.621000,,527
2019-01-22 21:00:00Z,0.482000,,,0.364000,0.451000,0.291000,528
2019-01-22 22:00:00Z,0.526000,,,0.396000,0.408000,0.309000,529
2019-01-22 23:00:00Z,0.528000,,,0.352000,0.400000,0.319000,530
2019-01-23 00:00:00Z,0.556000,,,0.333000,0.374000,0.321000,531
2019-01-23 01:00:00Z,0.242000,,,0.297000,0.425000,0.270000,532
2019-01-23 02:00:00Z,0.210000,,,0.261000,0.269000,0.254000,533
2019-01-23 03:00:00Z,0.175000,,,0.210000,0.264000,0.216000,534
2019-01-23 04:00:00Z,0.165000,,,0.218000,0.388000,0.226000,535
2019-01-23 05:00:00Z,0.195000,,,0.282000,0.361000,0.228000,536
2019-01-23 06:00:00Z,0.215000,,,0.409000,0.441000,0.283000,537
2019-01-23 07:00:00Z,0.252000,,,0.575000,0.530000,0.263000,538
2019-01-23 08:00:00Z,0.281000,,,0.725000,0.644000,0.284000,539
2019-01-23 09:00:00Z,0.258000,,,0.610000,0.523000,0.296000,540
2019-01-23 10:00:00Z,0.227000,,,0.421000,0.382000,0.289000,541
2019-01-23 11:00:00Z,0.264000,,,0.417000,0.400000,0.338000,542
2019-01-23 12:00:00Z,0.321000,,,0.528000,0.427000,0.395000,543
2019-01-23 13:00:00Z,0.334000,,,0.601000,0.432000,0.380000,544
2019-01-23 14:00:00Z,0.324000,,,0.563000,0.423000,0.401000,545
2019-01-23 15:00:00Z,0.267000,,,0.498000,0.337000,0.352000,546
2019-01-23 16:00:00Z,0.287000,,,0.536000,0.398000,0.364000,547
2019-01-23 17:00:00Z,0.282000,,,0.564000,0.374000,0.354000,548
2019-01-23 18:00:00Z,0.308000,,,0.602000,0.404000,0.355000,549
2019-01-23 19:00:00Z,0.332000,,,0.566000,0.405000,0.370000,550
2019-01-23 20:00:00Z,0.321000,,,0.586000,0.417000,0.411000,551
2019-01-23 21:00:00Z,0.316000,,,0.579000,0.386000,0.408000,552
2019-01-23 22:00:00Z,0.321000,,,0.502000,0.368000,0.398000,553
2019-01-23 23:00:00Z,0.272000,,,0.745000,0.292000,0.378000,554
2019-01-24 00:00:00Z,0.257000,,,0.429000,0.265000,0.389000,555
2019-01-24 01:00:00Z,0.260000,,,0.285000,0.323000,0.404000,556
2019-01-24 02:00:00Z,0.251000,,,0.302000,0.304000,0.322000,557
2019-01-24 03:00:00Z,0.250000,,,0.313000,0.305000,0.323000,558
2019-01-24 04:00:00Z,0.281000,,,0.300000,0.321000,0.325000,559
2019-01-24 05:00:00Z,0.266000,,,0.342000,0.359000,0.324000,560
2019-01-24 06:00:00Z,0.287000,,,0.490000,0.467000,0.361000,561
2019-01-24 07:00:00Z,0.326000,,,0.613000,0.603000,0.459000,562
2019-01-24 08:00:00Z,0.372000,,,0.911000,0.652000,0.566000,563
2019-01-24 09:00:00Z,0.370000,,,1.025000,0.723000,0.356000,564
2019-01-24 10:00:00Z,0.326000,,,0.755000,0.585000,0.341000,565
2019-01-24 11:00:00Z,0.409000,,,0.854000,0.546000,0.447000,566
2019-01-24 12:00:00Z,0.637000,,,1.090000,0.617000,0.509000,567
2019-01-24 13:00:00Z,0.830000,,,1.056000,0.763000,0.572000,568
2019-01-24 14:00:00Z,0.514000,,,1.067000,0.722000,0.696000,569
2019-01-24 15:00:00Z,0.435000,,,1.101000,0.751000,0.542000,570
2019-01-24 16:00:00Z,0.508000,,,1.044000,0.809000,0.501000,571
2019-01-24 17:00:00Z,0.689000,,,1.073000,0.945000,0.547000,572
2019-01-24 18:00:00Z,0.761000,,,1.221000,0.876000,0.526000,573
2019-01-24 19:00:00Z,0.878000,,,1.174000,0.795000,0.548000,574
2019-01-24 20:00:00Z,0.799000,,,0.982000,0.690000,0.526000,575
2019-01-24 21:00:00Z,0.748000,,,0.826000,0.625000,0.456000,576
2019-01-24 22:00:00Z,0.668000,,,0.803000,0.631000,0.505000,577
2019-01-24 23:00:00Z,0.660000,,,0.788000,0.563000,0.467000,578
2019-01-25 00:00:00Z,0.594000,,,0.725000,0.550000,0.439000,579
2019-01-25 01:00:00Z,0.508000,,,0.329000,0.458000,0.410000,580
2019-01-25 02:00:00Z,0.471000,,,0.299000,0.413000,0.413000,581
2019-01-25 03:00:00Z,0.435000,,,0.345000,0.447000,0.438000,582
2019-01-25 04:00:00Z,0.413000,,,0.343000,0.424000,0.477000,583
2019-01-25 05:00:00Z,0.482000,,,0.383000,0.455000,0.534000,584
2019-01-25 06:00:00Z,0.628000,,,0.506000,0.841000,0.536000,585
2019-01-25 07:00:00Z,0.590000,,,0.695000,0.772000,0.603000,586
2019-01-25 08:00:00Z,0.672000,,,1.068000,0.720000,0.549000,587
2019-01-25 09:00:00Z,0.880000,,,0.962000,0.692000,0.634000,588
2019-01-25 10:00:00Z,0.585000,,,0.738000,0.767000,0.527000,589
2019-01-25 11:00:00Z,0.471000,,,0.693000,0.829000,0.496000,590
2019-01-25 12:00:00Z,0.608000,,,0.800000,0.785000,0.441000,591
2019-01-25 13:00:00Z,0.602000,,,0.658000,0.618000,0.416000,592
2019-01-25 14:00:00Z,0.587000,,,0.611000,0.623000,0.371000,593
2019-01-25 15:00:00Z,0.535000,,,0.560000,0.574000,0.346000,594
2019-01-25 16:00:00Z,0.506000,,,0.588000,0.545000,0.390000,595
2019-01-25 17:00:00Z,0.633000,,,0.738000,0.650000,0.420000,596
2019-01-25 18:00:00Z,0.636000,,,0.870000,0.722000,0.375000,597
2019-01-25 19:00:00Z,0.739000,,,0.817000,0.787000,0.398000,598
2019-01-25 20:00:00Z,0.533000,,,0.712000,0.858000,0.490000,599
2019-01-25 21:00:00Z,0.642000,,,0.648000,0.808000,0.413000,600
2019-01-25 22:00:00Z,0.571000,,,0.673000,0.728000,0.410000,601
2019-01-25 23:00:00Z,0.475000,,,0.598000,0.899000,0.308000,602
2019-01-26 00:00:00Z,0.416000,,,0.517000,0.622000,0.281000,603
2019-01-26 01:00:00Z,0.331000,,,0.333000,0.470000,0.162000,604
2019-01-26 02:00:00Z,0.302000,,,0.278000,0.357000,0.222000,605
2019-01-26 03:00:00Z,0.292000,,,0.222000,0.467000,0.202000,606
2019-01-26 04:00:00Z,0.258000,,,0.217000,0.393000,0.194000,607
2019-01-26 05:00:00Z,0.261000,,,0.229000,0.392000,0.178000,608
2019-01-26 06:00:00Z,0.283000,,,0.262000,0.428000,0.196000,609
2019-01-26 07:00:00Z,0.276000,,,0.297000,0.441000,0.147000,610
2019-01-26 08:00:00Z,0.271000,,,0.422000,0.501000,0.194000,611
2019-01-26 09:00:00Z,0.283000,,,0.420000,0.499000,0.184000,612
2019-01-26 10:00:00Z,0.295000,,,0.417000,0.519000,0.188000,613
2019-01-26 11:00:00Z,0.284000,,,0.398000,0.458000,0.163000,614
2019-01-26 12:00:00Z,0.287000,,,0.441000,0.523000,0.173000,615
2019-01-26 13:00:00Z,0.297000,,,0.397000,0.467000,0.173000,616
2019-01-26 14:00:00Z,0.275000,,,0.428000,0.570000,0.222000,617
2019-01-26 15:00:00Z,0.304000,,,0.463000,0.473000,0.169000,618
2019-01-26 16:00:00Z,0.413000,,,0.544000,0.553000,0.157000,619
2019-01-26 17:00:00Z,0.431000,,,0.376000,0.446000,0.183000,620
2019-01-26 18:00:00Z,0.372000,,,0.374000,0.427000,0.126000,621
2019-01-26 19:00:00Z,0.351000,,,0.419000,0.451000,0.088000,622
2019-01-26 20:00:00Z,0.355000,,,0.325000,0.397000,0.150000,623
2019-01-26 21:00:00Z,0.324000,,,0.254000,0.345000,0.127000,624
2019-01-26 22:00:00Z,0.301000,,,0.213000,0.319000,0.072000,625
2019-01-26 23:00:00Z,0.262000,,,0.236000,0.294000,0.063000,626
2019-01-27 00:00:00Z,0.242000,,,0.206000,0.306000,0.093000,627
2019-01-27 01:00:00Z,0.257000,,,0.176000,0.334000,0.107000,628
2019-01-27 02:00:00Z,0.259000,,,0.182000,0.312000,0.223000,629
2019-01-27 03:00:00Z,0.244000,,,0.152000,0.381000,0.215000,630
2019-01-27 04:00:00Z,0.257000,,,0.136000,0.362000,0.211000,631
2019-01-27 05:00:00Z,0.232000,,,0.131000,0.287000,0.186000,632
2019-01-27 06:00:00Z,0.291000,,,0.130000,0.332000,0.196000,633
2019-01-27 07:00:00Z,0.276000,,,0.133000,0.269000,0.293000,634
2019-01-27 08:00:00Z,0.281000,,,0.191000,0.305000,0.290000,635
2019-01-27 09:00:00Z,0.277000,,,0.210000,0.386000,0.298000,636
2019-01-27 10:00:00Z,0.268000,,,0.249000,0.380000,0.285000,637
2019-01-27 11:00:00Z,0.254000,,,0.270000,0.419000,0.233000,638
2019-01-27 12:00:00Z,0.241000,,,0.309000,0.361000,0.248000,639
2019-01-27 13:00:00Z,0.242000,,,0.262000,0.323000,0.243000,640
2019-01-27 14:00:00Z,0.232000,,,0.231000,0.301000,0.229000,641
2019-01-27 15:00:00Z,0.233000,,,0.311000,0.388000,0.279000,642
2019-01-27 16:00:00Z,0.244000,,,0.333000,0.399000,0.276000,643
2019-01-27 17:00:00Z,0.260000,,,0.416000,0.482000,0.322000,644
2019-01-27 18:00:00Z,0.268000,,,0.340000,0.503000,0.334000,645
2019-01-27 19:00:00Z,0.269000,,,0.334000,0.405000,0.289000,646
2019-01-27 20:00:00Z,0.314000,,,0.343000,0.503000,0.401000,647
2019-01-27 21:00:00Z,0.268000,,,0.275000,0.386000,0.334000,648
2019-01-27 22:00:00Z,0.225000,,,0.280000,0.384000,0.346000,649
2019-01-27 23:00:00Z,0.230000,,,0.387000,0.339000,0.340000,650
2019-01-28 00:00:00Z,0.205000,,,0.213000,0.279000,0.336000,651
2019-01-28 01:00:00Z,0.151000,,,0.098000,0.194000,0.373000,652
2019-01-28 02:00:00Z,0.161000,,,0.073000,0.177000,0.256000,653
2019-01-28 03:00:00Z,0.153000,,,0.073000,0.173000,0.248000,654
2019-01-28 04:00:00Z,0.175000,,,0.075000,0.240000,0.276000,655
2019-01-28 05:00:00Z,0.179000,,,0.129000,0.354000,0.310000,656
2019-01-28 06:00:00Z,0.191000,,,0.258000,0.405000,0.293000,657
2019-01-28 07:00:00Z,0.235000,,,0.496000,0.502000,0.329000,658
2019-01-28 08:00:00Z,0.281000,,,0.763000,0.868000,0.375000,659
2019-01-28 09:00:00Z,0.299000,,,0.789000,0.959000,0.378000,660
2019-01-28 10:00:00Z,0.244000,,,0.404000,0.624000,0.412000,661
2019-01-28 11:00:00Z,0.211000,,,0.321000,0.412000,0.357000,662
2019-01-28 12:00:00Z,0.200000,,,0.327000,0.437000,0.360000,663
2019-01-28 13:00:00Z,0.237000,,,0.350000,0.376000,0.330000,664
2019-01-28 14:00:00Z,0.200000,,,0.324000,0.356000,0.291000,665
2019-01-28 15:00:00Z,0.195000,,,0.303000,0.317000,0.285000,666
2019-01-28 16:00:00Z,0.205000,,,0.303000,0.311000,0.299000,667
2019-01-28 17:00:00Z,0.216000,,,0.598000,0.415000,0.310000,668
2019-01-28 18:00:00Z,0.252000,,,0.965000,0.756000,0.378000,669
2019-01-28 19:00:00Z,0.273000,,,1.290000,0.633000,0.356000,670
2019-01-28 20:00:00Z,0.244000,,,0.854000,0.666000,0.320000,671
2019-01-28 21:00:00Z,0.240000,,,0.488000,0.543000,0.300000,672
2019-01-28 22:00:00Z,0.298000,,,0.390000,0.762000,0.429000,673
2019-01-28 23:00:00Z,0.317000,,,0.328000,0.629000,0.444000,674
2019-01-29 00:00:00Z,0.273000,,,0.293000,0.605000,0.443000,675
2019-01-29 01:00:00Z,0.324000,,,0.251000,0.535000,0.411000,676
2019-01-29 02:00:00Z,0.326000,,,0.258000,0.367000,,677
2019-01-29 03:00:00Z,0.337000,,,0.277000,0.399000,0.457000,678
2019-01-29 04:00:00Z,0.365000,,,0.271000,0.449000,0.420000,679
2019-01-29 05:00:00Z,0.514000,,,0.323000,0.575000,0.463000,680
2019-01-29 06:00:00Z,0.540000,,,0.424000,1.002000,0.575000,681
2019-01-29 07:00:00Z,0.641000,,,0.554000,1.166000,0.611000,682
2019-01-29 08:00:00Z,0.642000,,,0.580000,1.185000,0.566000,683
2019-01-29 09:00:00Z,0.701000,,,0.823000,0.969000,0.531000,684
2019-01-29 10:00:00Z,0.620000,,,0.493000,0.875000,0.501000,685
2019-01-29 11:00:00Z,0.475000,,,0.392000,0.598000,0.417000,686
2019-01-29 12:00:00Z,0.553000,,,0.360000,0.568000,0.380000,687
2019-01-29 13:00:00Z,0.393000,,,0.336000,0.445000,0.335000,688
2019-01-29 14:00:00Z,0.394000,,,0.326000,0.389000,0.371000,689
2019-01-29 15:00:00Z,0.415000,,,0.324000,0.407000,0.346000,690
2019-01-29 16:00:00Z,0.358000,,,0.358000,0.424000,0.357000,691
2019-01-29 17:00:00Z,0.296000,,,0.472000,0.361000,0.325000,692
2019-01-29 18:00:00Z,0.295000,,,0.418000,0.375000,0.329000,693
2019-01-29 19:00:00Z,0.314000,,,0.406000,0.306000,0.334000,694
2019-01-29 20:00:00Z,0.310000,,,0.384000,0.277000,0.296000,695
2019-01-29 21:00:00Z,0.324000,,,0.407000,0.280000,0.317000,696
2019-01-29 22:00:00Z,0.356000,,,0.533000,0.392000,0.444000,697
2019-01-29 23:00:00Z,0.372000,,,0.403000,0.287000,0.474000,698
2019-01-30 00:00:00Z,0.363000,,,0.334000,0.251000,0.335000,699
2019-01-30 01:00:00Z,0.281000,,,0.249000,0.253000,0.321000,700
2019-01-30 02:00:00Z,0.328000,,,0.216000,0.257000,0.276000,701
2019-01-30 03:00:00Z,0.245000,,,0.198000,0.228000,0.245000,702
2019-01-30 04:00:00Z,0.211000,,,0.166000,0.220000,0.244000,703
2019-01-30 05:00:00Z,0.168000,,,0.152000,0.205000,0.177000,704
2019-01-30 06:00:00Z,0.187000,,,0.199000,0.287000,0.204000,705
2019-01-30 07:00:00Z,0.194000,,,0.264000,0.403000,0.236000,706
2019-01-30 08:00:00Z,0.256000,,,0.398000,0.466000,0.221000,707
2019-01-30 09:00:00Z,0.257000,,,0.483000,0.455000,0.234000,708
2019-01-30 10:00:00Z,0.262000,,,0.364000,0.445000,0.251000,709
2019-01-30 11:00:00Z,0.248000,,,0.361000,0.432000,0.239000,710
2019-01-30 12:00:00Z,0.242000,,,0.356000,0.479000,0.235000,711
2019-01-30 13:00:00Z,0.218000,,,0.346000,0.392000,0.245000,712
2019-01-30 14:00:00Z,0.261000,,,0.404000,0.414000,0.244000,713
2019-01-30 15:00:00Z,0.347000,,,0.396000,0.444000,0.250000,714
2019-01-30 16:00:00Z,0.300000,,,0.434000,0.407000,0.263000,715
2019-01-30 17:00:00Z,0.437000,,,0.517000,0.570000,0.279000,716
2019-01-30 18:00:00Z,0.420000,,,0.639000,0.641000,0.261000,717
2019-01-30 19:00:00Z,0.348000,,,0.792000,0.798000,0.321000,718
2019-01-30 20:00:00Z,0.314000,,,0.637000,0.523000,0.305000,719
2019-01-30 21:00:00Z,0.298000,,,0.547000,0.410000,0.271000,720
2019-01-30 22:00:00Z,0.282000,,,0.579000,0.581000,0.268000,721
2019-01-30 23:00:00Z,0.309000,,,0.614000,0.688000,0.311000,722
2019-01-31 00:00:00Z,0.265000,,,0.484000,0.566000,0.262000,723
2019-01-31 01:00:00Z,0.266000,,,0.350000,0.437000,0.307000,724
2019-01-31 02:00:00Z,0.254000,,,0.321000,0.411000,0.304000,725
2019-01-31 03:00:00Z,0.249000,,,0.235000,0.309000,0.299000,726
2019-01-31 04:00:00Z,0.217000,,,0.222000,0.369000,0.267000,727
2019-01-31 05:00:00Z,0.217000,,,0.245000,0.331000,0.316000,728
2019-01-31 06:00:00Z,0.316000,,,0.322000,0.352000,0.329000,729
2019-01-31 07:00:00Z,0.479000,,,0.471000,0.512000,0.402000,730
2019-01-31 08:00:00Z,0.507000,,,0.628000,0.616000,0.362000,731
2019-01-31 09:00:00Z,0.509000,,,0.583000,0.637000,0.333000,732
2019-01-31 10:00:00Z,0.457000,,,0.434000,0.490000,0.287000,733
2019-01-31 11:00:00Z,0.368000,,,0.379000,0.376000,0.356000,734
2019-01-31 12:00:00Z,0.277000,,,0.481000,0.292000,0.245000,735
2019-01-31 13:00:00Z,0.221000,,,0.384000,0.289000,0.211000,736
2019-01-31 14:00:00Z,0.244000,,,0.413000,0.312000,0.254000,737
2019-01-31 15:00:00Z,0.228000,,,0.401000,0.270000,0.273000,738
2019-01-31 16:00:00Z,0.232000,,,0.464000,0.263000,0.297000,739
2019-01-31 17:00:00Z,0.257000,,,0.530000,0.304000,0.298000,740
